CODE,NAME
285A,キオクシアホールディングス(株)
5803,(株)フジクラ
6976,太陽誘電(株)
6981,(株)村田製作所
6857,(株)アドバンテスト
4062,イビデン(株)
1570,(NEXT FUNDS)日経平均レバレッジ上場投信
8035,東京エレクトロン(株)
5801,古河電気工業(株)
9984,ソフトバンクグループ(株)
8306,(株)三菱ＵＦＪフィナンシャル・グループ
6920,レーザーテック(株)
6146,(株)ディスコ
7011,三菱重工業(株)
7974,任天堂(株)
6525,(株)ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ
8411,(株)みずほフィナンシャルグループ
8316,(株)三井住友フィナンシャルグループ
6098,(株)リクルートホールディングス
5016,ＪＸ金属(株)
9983,(株)ファーストリテイリング
4004,(株)レゾナック・ホールディングス
5706,三井金属(株)
7203,トヨタ自動車(株)
5802,住友電気工業(株)
6954,ファナック(株)
3436,(株)ＳＵＭＣＯ
6758,ソニーグループ(株)
6501,(株)日立製作所
8766,東京海上ホールディングス(株)
3099,(株)三越伊勢丹ホールディングス
7013,(株)ＩＨＩ
6871,(株)日本マイクロニクス
6861,(株)キーエンス
8136,(株)サンリオ
6723,ルネサスエレクトロニクス(株)
7735,(株)ＳＣＲＥＥＮホールディングス
5713,住友金属鉱山(株)
3103,ユニチカ(株)
6367,ダイキン工業(株)
9432,ＮＴＴ(株)
7911,ＴＯＰＰＡＮホールディングス(株)
6273,ＳＭＣ(株)
6752,パナソニック　ホールディングス(株)
7012,川崎重工業(株)
6762,ＴＤＫ(株)
4063,信越化学工業(株)
5401,日本製鉄(株)
6503,三菱電機(株)
8058,三菱商事(株)
