CODE,NAME
285A,キオクシアホールディングス(株)
5803,(株)フジクラ
9984,ソフトバンクグループ(株)
6857,(株)アドバンテスト
5801,古河電気工業(株)
1570,(NEXT FUNDS)日経平均レバレッジ上場投信
8306,(株)三菱ＵＦＪフィナンシャル・グループ
4062,イビデン(株)
6146,(株)ディスコ
8035,東京エレクトロン(株)
6920,レーザーテック(株)
8411,(株)みずほフィナンシャルグループ
7011,三菱重工業(株)
8316,(株)三井住友フィナンシャルグループ
6981,(株)村田製作所
5016,ＪＸ金属(株)
5706,三井金属(株)
8766,東京海上ホールディングス(株)
6501,(株)日立製作所
6613,(株)ＱＤレーザ
7974,任天堂(株)
6723,ルネサスエレクトロニクス(株)
6525,(株)ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ
4004,(株)レゾナック・ホールディングス
6758,ソニーグループ(株)
7203,トヨタ自動車(株)
9983,(株)ファーストリテイリング
5802,住友電気工業(株)
6861,(株)キーエンス
6976,太陽誘電(株)
6954,ファナック(株)
8630,ＳＯＭＰＯホールディングス(株)
7013,(株)ＩＨＩ
6526,(株)ソシオネクスト
6503,三菱電機(株)
6098,(株)リクルートホールディングス
4063,信越化学工業(株)
6506,(株)安川電機
8058,三菱商事(株)
6762,ＴＤＫ(株)
3110,日東紡
9432,ＮＴＴ(株)
7182,(株)ゆうちょ銀行
7012,川崎重工業(株)
8591,オリックス(株)
3436,(株)ＳＵＭＣＯ
6752,パナソニック　ホールディングス(株)
1357,(NEXT FUNDS) 日経ダブルインバース上場投信
8031,三井物産(株)
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス(株)
