CODE,NAME
285A,キオクシアホールディングス(株)
6857,(株)アドバンテスト
8035,東京エレクトロン(株)
7203,トヨタ自動車(株)
6976,太陽誘電(株)
6981,(株)村田製作所
9984,ソフトバンクグループ(株)
1570,(NEXT FUNDS)日経平均レバレッジ上場投信
5803,(株)フジクラ
8306,(株)三菱ＵＦＪフィナンシャル・グループ
4062,イビデン(株)
6146,(株)ディスコ
6501,(株)日立製作所
6920,レーザーテック(株)
7974,任天堂(株)
8316,(株)三井住友フィナンシャルグループ
9983,(株)ファーストリテイリング
6758,ソニーグループ(株)
8411,(株)みずほフィナンシャルグループ
6701,ＮＥＣ
6861,(株)キーエンス
6525,(株)ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ
5016,ＪＸ金属(株)
3436,(株)ＳＵＭＣＯ
7735,(株)ＳＣＲＥＥＮホールディングス
8015,豊田通商(株)
4578,大塚ホールディングス(株)
6361,荏原
4063,信越化学工業(株)
6723,ルネサスエレクトロニクス(株)
7011,三菱重工業(株)
6098,(株)リクルートホールディングス
5802,住友電気工業(株)
1357,(NEXT FUNDS) 日経ダブルインバース上場投信
2503,キリンホールディングス(株)
6702,富士通(株)
6954,ファナック(株)
6752,パナソニック　ホールディングス(株)
5801,古河電気工業(株)
6762,ＴＤＫ(株)
8308,(株)りそなホールディングス
5706,三井金属(株)
8766,東京海上ホールディングス(株)
6503,三菱電機(株)
4004,(株)レゾナック・ホールディングス
7936,(株)アシックス
1803,清水建設(株)
8136,(株)サンリオ
9432,ＮＴＴ(株)
2914,ＪＴ
