CODE,NAME
285A,キオクシアホールディングス(株)
5803,(株)フジクラ
5801,古河電気工業(株)
9984,ソフトバンクグループ(株)
5706,三井金属(株)
6857,(株)アドバンテスト
1570,(NEXT FUNDS)日経平均レバレッジ上場投信
5016,ＪＸ金属(株)
7011,三菱重工業(株)
4062,イビデン(株)
4004,(株)レゾナック・ホールディングス
6954,ファナック(株)
5802,住友電気工業(株)
6758,ソニーグループ(株)
6920,レーザーテック(株)
6146,(株)ディスコ
6723,ルネサスエレクトロニクス(株)
7974,任天堂(株)
8316,(株)三井住友フィナンシャルグループ
8035,東京エレクトロン(株)
8306,(株)三菱ＵＦＪフィナンシャル・グループ
7203,トヨタ自動車(株)
9983,(株)ファーストリテイリング
6525,(株)ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ
7735,(株)ＳＣＲＥＥＮホールディングス
6981,(株)村田製作所
7013,(株)ＩＨＩ
6861,(株)キーエンス
6501,(株)日立製作所
7267,ホンダ
7003,(株)三井Ｅ＆Ｓ
3110,日東紡
6963,ローム(株)
6273,ＳＭＣ(株)
3436,(株)ＳＵＭＣＯ
8411,(株)みずほフィナンシャルグループ
8058,三菱商事(株)
6098,(株)リクルートホールディングス
6871,(株)日本マイクロニクス
6506,(株)安川電機
7012,川崎重工業(株)
6594,ニデック(株)
6752,パナソニック　ホールディングス(株)
4063,信越化学工業(株)
6503,三菱電機(株)
6762,ＴＤＫ(株)
9432,ＮＴＴ(株)
6324,(株)ハーモニック・ドライブ・システムズ
5713,住友金属鉱山(株)
6976,太陽誘電(株)
